,Archive,Attendance,Contains_BOF,Newspaper Issue Date,Event_Date,Event_Location,Location,Newspaper,Notes,Organization_Hosting,Persons,Price_Event,Revenue,Unique_Reference_Number,MENU,s,Citation,City,State/Province,Country,Latitude,Longitude
37,British Columbia Historical Newspapers,,n,'1908-04-23,'1908-05-01,"Presbyterian church, basement","Enderby, British Columbia, Canada",Walker's Weekly,,,,5 cents,,R_53,,,,Enderby, British Columbia, Canada,50.5504793,-119.1397789
38,British Columbia Historical Newspapers,"""small attendance""",y,'1893-12-12,'1893-12-11,Wallace Street Methodist Church,"Nanaimo, British Columbia, Canada","The Daily Telegram, Nanaimo",References same event as R_37,,Messrs. Mailtand and Powers; Miss Doberson; Miss Mebius,,,R_38,"Greased staff, laborer's strength, Boston's overthrow, bachelor's comfort, spring's offering, skip- per's home, elevated feline, everybody's friend, women's weapon, marble slab,  sailor's delight- three decker, Tanner's fad, ivory manipulators, kisses. 
",,,Nanaimo, British Columbia, Canada,49.1637594,-123.9379719
39,British Columbia Historical Newspapers,,n,'1900-09-11,'1900-09-11,,"Nelson, British Columbia, Canada","The Tribune, Nelson",,Epworth League of the Methodist Church,,,,R_52,,,,Nelson, British Columbia, Canada,49.494891,-117.290039
40,British Columbia Historical Newspapers,Over 200,N,'1907-03-08,'1907-03-05,Church hall,"New Westminster, British Columbia, Canada",The Daily News New Westminster,"References the same event as R_33, R_34, and R_35",St. Andrew's Young People's bible class,Miss Muirhead; Miss Henderson; Miss McMillan; Ben Robb; Messrs. Hederson and Laidlaw; Mrs Corbett,"""nominal""","""most satisfactory""",R_36,,,,New Westminster, British Columbia, Canada,49.205728,-122.9108651
41,British Columbia Historical Newspapers,,y,'1903-03-07,'1903-03-12,Church,"Phoenix, British Columbia, Canada",The Phoenix Pioneer,,The Ladies' Aid of the Presbyterian Church,,5 cents,,R_44,Irish Beauties; Tree Cake; Woman of Grit; Home of the Skipper; Printers’ Horror; Tramp Cake; Old ladies’ delight; Sweets for the sweet; A Little of this is Plenty; Musical notes; Chips of the old block; Son of Noah; Something to Adore; Something to Ring; Tender keys of spring; Tabby’s party; Pride of Boston; No grounds for complaint; Whip Tips; White man’s strength; Spring’s offering; Cool Impudence; Something Hard to Beat; Mineral Cake,,,Phoenix, British Columbia, Canada,49.2827136,-123.1097142
42,British Columbia Historical Newspapers,,n,'1919-11-07,'1919-11-01,Old Country Tea Rooms,"Vancouver, British Columbia, Canada",The British Columbia Federationist,,Junior Labor League (the younger folks of the Federated Labor Party),Miss Gilpha Simons; Mr. Langlois; Miss Annies Cran; Miss V. Wells; E. Pierrot;,One book or the price of one book,,R_29,,,,Vancouver, British Columbia, Canada,49.2608724,-123.1139529
43,British Columbia Historical Newspapers,,n,'1895-03-07,'1895-03-08,"Cedar Hill, in the schoolhouse","Victoria, British Columbia, Canada",The Daily Colonist,aware to the novelty of the event,the Ladies' Aid of St. Andrew's church,,,,R_32,,,,Victoria, British Columbia, Canada,48.4283182,-123.3649533
44,British Columbia Historical Newspapers,,n,'1893-12-09,'1893-12-11,Wallace Street Methodist Church,"Nanaimo, British Columbia, Canada","The Daily Telegram, Nanaimo","""Something new and novel in the way of social entertainment""",,,,,R_37,,,,Nanaimo, British Columbia, Canada,49.1637594,-123.9379719
45,British Columbia Historical Newspapers,,n,'1907-03-05,'1907-03-05,Church hall,"New Westminster, British Columbia, Canada",The Daily News New Westminster,References the same event as R_33 and R_34,St. Andrew's Young People's bible class,,,,R_35,,,,New Westminster, British Columbia, Canada,49.205728,-122.9108651
46,British Columbia Historical Newspapers,"""large crowd""",n,'1916-06-22,'1916-06-20,Methodist Church,"Cranbrook, British Columbia, Canada",The Cranbrook Herald,,Methodist Church,Mr. Nidd; Mrs. Manning; Mrs. Burton; Mr. John Love,,,R_30,,,,Cranbrook, British Columbia, Canada,49.5107477,-115.7672772
47,British Columbia Historical Newspapers,,n,'1907-02-28,'1907-03-05,Church hall,"New Westminster, British Columbia, Canada",The Daily News New Westminster,,St. Andrew's Young People's bible class,,,,R_33,,,,New Westminster, British Columbia, Canada,49.205728,-122.9108651
48,British Columbia Historical Newspapers,,n,'1904-04-15,'1904-04-19,Brick block next to Donaldson's fruit store,"Grand Forks, British Columbia, Canada",The Evening Sun,A Conundrum tea,The Ladies' Aid of the Presbyterian Church,,,,R_42,,,,Grand Forks, British Columbia, Canada,49.0271754,-118.4568507
49,British Columbia Historical Newspapers,"""large audience""",n,'1914-10-23,'1914-10-12,Orange Hall,"Abbotsford, British Columbia, Canada",The Abbotsford Post,,Ladies' Aid Society,Mr. Reld,,,R_28,,,,Abbotsford, British Columbia, Canada,49.0521162,-122.3294792
50,British Columbia Historical Newspapers,,N,'1919-05-01,'1919-05-09,,"Kelowna, British Columbia, Canada",Kelowna Record,,The Ladies Aid of the Methodist Church,,,,R_1,,,,Kelowna, British Columbia, Canada,49.889326,-119.498291
51,British Columbia Historical Newspapers,,n,'1907-01-10,'1907-01-11,Residence of Miss Bertha Woodward,"Nicola, British Columbia, Canada",The Nicola Herald,In honor of hostess' birthday,Miss Bertha Woodward,,,,R_43,,,,Nicola, British Columbia, Canada,50.1616711,-120.6741487
52,British Columbia Historical Newspapers,,n,'1907-03-04,'1907-03-05,Church hall,"New Westminster, British Columbia, Canada",The Daily News New Westminster,"References the same event as R_33; ""The Conundrum Supper is quite a novelty in this city""",St. Andrew's Young People's bible class,,,,R_34,,,,New Westminster, British Columbia, Canada,49.205728,-122.9108651
53,British Columbia Historical Newspapers,,y,'1910-06-07,,,"Prince Rupert, British Columbia, Canada",The Prince Rupert Optimist,,Mary Dawson,Mary Dawson,"Each dish comes with a price: 5 cents, 5 cents, 1 cent, 15 cents, 2 cents, 5 cents, 3 cents, 2 cents, 5 cents, 3 cents, 2 cents, 1 cent, 2 cents",,R_45,"Son of Noah in thin slices, 5 cents portion (ham). Cold cut talker, 5 cents portion (tongue). Maid of Orleans (molasses taffy), 1 cent. Sorceresses of the desert, 5 and 10 cents (sandwiches). Spinster’s solace, 2 cents (tea). Golden nuggets in white jewel cases, 5 cents each (eggs, any style). Taken in winter and a letter, 3 cents (coffee). A mischievous young goat, 2 cents (butter). Turns over and over, 5 cents (rolls). The first temptation, baked, 3 cents (apples). Uncomfortable predicaments, jumbled, 2 cents (mixed pickles). Nuts that never grew, 1 cent apiece doughnuts). Absorbent marine dainty, 2 cents apiece (sponge cake).",,,Prince Rupert, British Columbia, Canada,54.3126572,-130.32549
54,British Columbia Historical Newspapers,,n,'1919-12-06,'1919-12-11,Grace Methodist Church schoolroom,"Cumberland, British Columbia, Canada",The Cumberland Islander,Event is a Conundrum tea,The Ladies' Aid of Grace Methodist Church,,25 cents,,R_31,,,,Cumberland, British Columbia, Canada,49.6184754,-125.0319702
55,British Columbia Historical Newspapers,,n,'1902-08-28,'1902-08-25,Clinton Ave,"Revelstoke, British Columbia, Canada",The Revelstoke Herald,Contains a joke-riddle connected to slavery,,,,,R_47,,,,Revelstoke, British Columbia, Canada,50.998045,-118.1956709
56,British Newspaper Archives,,No,'1914-02-06,'1914-01-31,"""At home"" supper (?)","Todmorden, Yorkshire, England",Todmorden & District News,,Bridge-Street Christian Endeavour Society,Mr and Mrs Crabtree,,£2.00,R_420,,,,Todmorden, Yorkshire, England,53.7137251,-2.097753
57,British Newspaper Archives,,No,'1943-11-04,,,"Newcastle, Northumberland, England",Newcastle Evening Chronicle,,Alnmouth Women's Insitute,Mrs Warwick and Mrs Nelson,,,R_422,,,,Newcastle, Northumberland, England,54.9773787,-1.610224354
58,British Newspaper Archives,,No,'1906-02-07,'1906-02-05,Asembly Hall,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,,Methodist Free Church Young People's Institute,,,,R_419,,,,Wigan, Lancashire, England,53.6108129,-2.630459
59,British Newspaper Archives,,No,'1931-11-06,'1931-10-31,Salem School,"Nelson, Lancashire, England",Nelson Leader,,"Mr Percy Valey, for ""church funds""",Mr Percy Valey,,,R_421,,,,Nelson, Lancashire, England,53.8363428,-2.2116469
60,British Newspaper Archives,,No,'1901-01-04,'1900-12-28,Bamford Congregational School,"Heywood, Lancashire, England",Heywood Advertiser,"Part of a larger event, total revenue is for the whole event",Bamford Congregational School,Mr. RH Holt,,£17 total,R_398,,,,Heywood, Lancashire, England,53.769597,-2.7555614
61,British Newspaper Archives,,No,'1915-12-15,'1915-12-11,Zion Baptist Church,"Rochdale, Lancashire, England",Rochdale Observer ,,Zion Baptist Church,Rev. A. Russel Tomlin,,,R_390,,,,Rochdale, Lancashire, England,53.6622065,-2.2903417
62,British Newspaper Archives,,No,'1938-12-15,'1938-12-13,Church Lane Methodist Schoolroom,"Banbury, Oxfordshire, England",Banbury Advertiser,Proceeds from the supper and a collection are in aid of Trust funds,Ladies of the [Methodist] Church,,,,R_383,,,,Banbury, Oxfordshire, England,52.0601807,-1.3402795
63,British Newspaper Archives,,No,'1916-02-05,'1910-01-19,United Methodist Church,"Rochdale, Lancashire, England",Rochdale Observer ,£13 15s raised by a chocolate club,Ladies Guild of the United Methodist Church,,,,R_409,,,,Rochdale, Lancashire, England,53.6622065,-2.2903417
64,British Newspaper Archives,"""largely attended""",No,'1913-03-14,'1913-03-08,Hope School,"Todmorden, Yorkshire, England",Todmorden & District News,,Hope Church,"""Conundrum Warbles""",,£10.00,R_401,,,,Todmorden, Yorkshire, England,53.7137251,-2.097753
65,British Newspaper Archives,"""large attendance""",No,'1935-10-26,,Schoolroom,"Tewkesbury, Gloucestershire, England","The Tewkesbury Register, and Agricultural Gazette",,Winchcomb Wesley Guild,,,,R_427,,,,Tewkesbury, Gloucestershire, England,51.9937857,-2.1549574
66,British Newspaper Archives,"""very large""",No,'1913-12-11,'1913-12-03,Belle Green Schools,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,"Mentioned again on 1913-12-20, text almost identical; PDF not added.",Belle Green Mission,,,,R_400,,,,Wigan, Lancashire, England,53.6108129,-2.630459
67,British Newspaper Archives,,No,'1910-10-21,'1910-10-15,School at Cross-Lane,"Todmorden, Yorkshire, England",Todmorden & District News,,Ladies' Auxilary of the Missionary Society,,,£3.00,R_408,,,,Todmorden, Yorkshire, England,53.7137251,-2.097753
68,British Newspaper Archives,,No,'1892-03-25,'1892-03-28,"Wesleyan School, Hill-street, Heywood","Heywood, Lancashire, England",Heywood Advertiser,,Young Men's Class [Wesleyan School],WM Booth,"1s each, half price for children under 12",,R_399,,,,Heywood, Lancashire, England,53.769597,-2.7555614
69,British Newspaper Archives,>100,No,'1909-02-13,'1909-01-27,Ranter?,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,,"Independent Methodists, New Springs",,,,R_406,,,,Wigan, Lancashire, England,53.6108129,-2.630459
70,British Newspaper Archives,,No,'1926-12-04,'1926-12-01,United Methodist Church,"Burnley, Lancashire, England",Burnley Express,,Ladies of the United Methodist Church,,,,R_393,,,,Burnley, Lancashire, England,53.7907262,-2.2439196
71,British Newspaper Archives,"""good attendance""",No,'1924-10-04,'1924-10-01,,"Tamworth, Staffordshire, England",Tamworth Herald ,,Young Ladies' Guild in connection with the United Methodist Church,Mrs. S. Barlow,,,R_386,,,,Tamworth, Staffordshire, England,52.6345819,-1.6948438
72,British Newspaper Archives,"""large attendance""",No,'1912-12-06,'1912-12-04,Leigh Primitive Methodist School,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,,Leigh Primitive Methodist Church,Mrs Jeff,,,R_418,,,,Leigh, Lancashire, England,53.7768013,-2.3186245
73,British Newspaper Archives,130,No,'1912-12-06,'1912-11-30,Glazebury Primitive Method School,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,"Part of a ""cobweb social""",Ladies [of Glazebury Primitive Method School],Miss Jeff,,,R_403,,,,Leigh, Lancashire, England,53.7768013,-2.3186245
74,British Newspaper Archives,,No,'1900-10-17,'1900-10-10,Hope Hall,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,,Wigan Temperance and Rescue Mission,,,,R_416,,,,Wigan, Lancashire, England,53.6108129,-2.630459
75,British Newspaper Archives,,No,'1912-10-17,'1912-10-12,Primary department of the Primitive Methodaist Sunday School,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,"Mentioned again on 1912-10-19, didn't save PDF of the second. Text is nearly identitical.",Primitive Methodist Sunday School,,,,R_385,,,,Wigan, Lancashire, England,53.6108129,-2.630459
76,British Newspaper Archives,,No,'1910-10-19,,Exchange Hall,"Grantham, Lincolnshire, England",Grantham Journal,Funds raised for a vicarage,,"Mrs Firth, Ms Lee, Miss Meads",,n/a ,R_424,,,,Grantham, Lincolnshire, England,52.9133829,-0.6426582
77,British Newspaper Archives,,No,'1909-01-29,'1909-01-27,Cook-street Church,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,,Cook-street School,,,£2.00,R_389,,,,Leigh, Lancashire, England,53.7768013,-2.3186245
78,British Newspaper Archives,,No,'1900-12-08,,,"Cheltenham, Gloucestershire, England",Cheltenham Chronicle,"Unclear if this is an event. It discusses the practice, and provides examples of some courses on the menu but no date or specific event referenced.",,,,,R_425,"Examples mentioned: ""An old sailor"" represents salt, ""acids"" lemonade, ""a lady's coiffure"" a bun, ""seashore delights"" sandwiches, ""Neptune's trident"" a fork.",,,Cheltenham, Gloucestershire, England,51.8995685,-2.0711559
79,British Newspaper Archives,"""excellent""",No,'1916-11-29,'1916-11-25,Sunday school,"Burnley, Lancashire, England",Burnley Express,,Wesley Guild,Rev. F. E. Walker,,,R_394,,,,Burnley, Lancashire, England,53.7907262,-2.2439196
80,British Newspaper Archives,,Yes,'1907-03-29,'1907-03-26,Schoolroom ,"Coventry, Warwickshire, England",Coventry Herald,"Includes some examples of menu items; referred to as a Conundrum tea. Mentioned again in the Coventry Evening Telegraph, 1907-03-27",Warwick Road Literary and Debating Society,Mr. O.S. Read,,,R_426,"For instance, the beginning of things? -tea; a good spread for a start? -bread and butter; hidden tears? -onions; there's more in this than meets the eye? -sausage roll.",,,Coventry, Warwickshire, England,52.34277875,-1.5796559
81,British Newspaper Archives,"""very good""",No,'1914-03-28,'1914-04-19,"Central Hall, Station-road, Wigan","Wigan, Lancashire, England",Wigan Observer and District Advertiser ,,Ladies committee of the Sunday School Union,,,"""succinctly satisfactory""",R_391,,,,Wigan, Lancashire, England,53.6108129,-2.630459
82,British Newspaper Archives,"""well attended""",No,'1911-04-07,'1911-04-01,Crimsworth Wesleyan School,"Todmorden, Yorkshire, England",Todmorden & District News,,Foster-lane Wesleyan Church,Miss Edith Gotten,,,R_384,,,,Todmorden, Yorkshire, England,53.7137251,-2.097753
83,British Newspaper Archives,,No,'1907-02-23,'1907-02-20,YMCA,"Wigan, Lancashire, England",Wigan Observer and District Advertiser ,,YMCA,,,,R_417,,,,Wigan, Lancashire, England,53.6108129,-2.630459
84,British Newspaper Archives,~100,No,'1911-03-24,'1911-03-18,Cook-street School,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,,Cook-street School,,,£3. 12s. 21d.,R_387,,,,Leigh, Lancashire, England,53.7768013,-2.3186245
85,British Newspaper Archives,,No,'1911-01-28,,Bedminster YMCA,"Horfield, Bristol, England",Horfield and Bishopston Record and Montepelier & District Free Press,Conundrum social,,,,,R_432,,,,Horfield, Bristol, England,51.4918563,-2.5800957
86,British Newspaper Archives,,No,'1934-10-27,'1934-10-23,Schoolroom,"Tewkesbury, Gloucestershire, England","The Tewkesbury Register, and Agricultural Gazette",Conundrum social,Wesley Guild,,,,R_429,,,,Tewkesbury, Gloucestershire, England,51.9937857,-2.1549574
87,British Newspaper Archives,,No,'1913-03-14,'1913-03-08,Hope Baptist School,"Todmorden, Yorkshire, England",Tomorden Advertiser and Hebden Bridge Newsletter,,Ladies [of Hope Baptist School],,,£10 10s,R_411,,,,Todmorden, Yorkshire, England,53.7137251,-2.097753
88,British Newspaper Archives,,No,'1906-01-27,'1906-01-28,"Methodist Free Church, king Street","Wigan, Lancashire, England",Wigan Observer and District Advertiser ,,"Methodist Free Church, king Street",Rev. G. Dixon Thompson,6d. Each,,R_407,,,,Wigan, Lancashire, England,53.6108129,-2.630459
89,British Newspaper Archives,"""large attendance""",No,'1909-11-19,'1909-11-16,Bright Street Mission,"Leigh, Lancashire, England",Leigh Chronicle and Weekly District Advertiser ,Conundrum social,Brotherhood Choral Society,,,,R_430,,,,Leigh, Lancashire, England,53.7768013,-2.3186245
90,British Newspaper Archives,"""large gathering""",No,'1915-04-17,'1915-04-10,Dearnley Spiritual Temple,"Rochdale, Lancashire, England",Rochdale Observer ,,Dearnley Spiritualists,,,,R_402,,,,Rochdale, Lancashire, England,53.6622065,-2.2903417
91,British Newspaper Archives,>100,No,'1914-01-21,'1914-01-17,Smallbridge Congregational Sunday school,"Rochdale, Lancashire, England",Rochdale Observer ,,Ladies of the Smallbridge Congregational Sunday school,,,,R_395,,,,Rochdale, Lancashire, England,53.6622065,-2.2903417
